Mã đặt hàng,Mã hóa đơn,Mã vận đơn,Địa chỉ lấy hàng,Thời gian,Thời gian tạo,Mã khách hàng,Tên khách hàng,Điện thoại,Địa chỉ (Khách hàng),Khu vực (Khách hàng),Phường/Xã (Khách hàng),Người nhận đặt,Kênh bán,Người tạo,Đối tác giao hàng,Người nhận,Điện thoại (Người nhận),Địa chỉ (Người nhận),Khu vực (Người nhận),Phường/Xã (Người nhận),Dịch vụ,Trọng lượng (gram),Dài,Rộng,Cao,Phí trả ĐTGH (trả ĐT),Ghi chú,Tổng tiền hàng,Giảm giá phiếu đặt,Khách cần trả,Khách đã trả,Tiền mặt,Thẻ,Chuyển khoản,Ví,ĐVT,Điểm,Thời gian giao hàng,Trạng thái,Mã hàng,Mã vạch,Tên hàng,Thương hiệu,Ghi chú hàng hóa,Số lượng,Đơn giá,Giảm giá %,Giảm giá,Giá bán,Thành tiền
DHIP00060,,,,2026-03-09 09:03:00,,sdv-id-ZGdqZY,Brent Bennett,453.899.5465x475,,,,,Zalo,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-AkPaOP,,Bột Mì Lifebuoy vì,,,2,33498,,,33498,66996
DHIP00060,,,,2026-03-09 09:03:00,,sdv-id-ZGdqZY,Brent Bennett,453.899.5465x475,,,,,Zalo,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,2,121086,,,121086,242172
DHIP00060,,,,2026-03-09 09:03:00,,sdv-id-ZGdqZY,Brent Bennett,453.899.5465x475,,,,,Zalo,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-eiyMwT,,Túi Rác Chinsu để,,,1,5472,,,5472,5472
DHIP00061,,,,2026-03-10 11:45:00,,sdv-id-lnUZyf,Michelle Boyer,+1-479-808-5075x1932,,,,,Zalo,Linda Herrera,,,,,,,,,,,,,,381312.0,,381312.0,381312.0,,,381312.0,,,,,Đang giao hàng,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,3,24048,,,24048,72144
DHIP00061,,,,2026-03-10 11:45:00,,sdv-id-lnUZyf,Michelle Boyer,+1-479-808-5075x1932,,,,,Zalo,Linda Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,2,121086,,,121086,242172
DHIP00061,,,,2026-03-10 11:45:00,,sdv-id-lnUZyf,Michelle Boyer,+1-479-808-5075x1932,,,,,Zalo,Linda Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-AkPaOP,,Bột Mì Lifebuoy vì,,,2,33498,,,33498,66996
DHIP00062,,,,2026-03-10 11:16:00,,sdv-id-TxzIwM,Abigail Richard,504-769-2340x3278,,,,,Facebook,Fred Gordon,,,,,,,,,,,,,,39670.0,,39670.0,39670.0,,,39670.0,,,,,Hoàn thành,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,2,19835,,,19835,39670
DHIP00063,,,,2026-03-10 13:13:00,,sdv-id-MXkZfR,Alexander Williams,539.374.2383x3238,,,,,Zalo,Donna Freeman,,,,,,,,,,,,,,1367379.0,,1367379.0,1367379.0,,,1367379.0,,,,,Hoàn thành,sdv-id-vJtreC,,Trà Lifebuoy với,,,3,159923,,,159923,479769
DHIP00063,,,,2026-03-10 13:13:00,,sdv-id-MXkZfR,Alexander Williams,539.374.2383x3238,,,,,Facebook,Donna Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-FPUoVi,,Kẹo Cứng Lifebuoy mỗi,,,2,347190,,,347190,694380
DHIP00063,,,,2026-03-10 13:13:00,,sdv-id-MXkZfR,Alexander Williams,539.374.2383x3238,,,,,Zalo,Donna Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,3,24048,,,24048,72144
DHIP00063,,,,2026-03-10 13:13:00,,sdv-id-MXkZfR,Alexander Williams,539.374.2383x3238,,,,,Facebook,Donna Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00064,,,,2026-03-10 18:25:00,,sdv-id-vktYPa,Tamara Navarro,001-210-544-9964x470,,,,,Zalo,Fred Gordon,,,,,,,,,,,,,,740098.0,,740098.0,740098.0,,,740098.0,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00064,,,,2026-03-10 18:25:00,,sdv-id-vktYPa,Tamara Navarro,001-210-544-9964x470,,,,,Facebook,Fred Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-yULSlv,,Hạt Nêm Coca-Cola rất,,,2,309506,,,309506,619012
DHIP00065,,,,2026-03-10 08:40:00,,sdv-id-IoAGpk,Scott Ramos,872-211-7151x873,,,,,Zalo,Fred Gordon,,,,,,,,,,,,,,758098.0,,758098.0,758098.0,758098.0,,,,,,,Đang giao hàng,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,1,24048,,,24048,24048
DHIP00065,,,,2026-03-10 08:40:00,,sdv-id-IoAGpk,Scott Ramos,872-211-7151x873,,,,,Zalo,Fred Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,2,19835,,,19835,39670
DHIP00065,,,,2026-03-10 08:40:00,,sdv-id-IoAGpk,Scott Ramos,872-211-7151x873,,,,,Facebook,Fred Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-FPUoVi,,Kẹo Cứng Lifebuoy mỗi,,,2,347190,,,347190,694380
DHIP00066,,,,2026-03-10 11:28:00,,sdv-id-DaQllv,Darrell Callahan,917-442-9462,,,,,Facebook,Fred Gordon,,,,,,,,,,,,,,67931.0,,67931.0,67931.0,,,67931.0,,,,,Hoàn thành,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,2,24048,,,24048,48096
DHIP00066,,,,2026-03-10 11:28:00,,sdv-id-DaQllv,Darrell Callahan,917-442-9462,,,,,Facebook,Fred Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,1,19835,,,19835,19835
DHIP00067,,,,2026-03-11 17:00:00,,sdv-id-mVUVgm,Brad Jimenez,+1-784-465-6038x8053,,,,,Zalo,Kevin Jackson,,,,,,,,,,,,,,1057638.0,,1057638.0,0.0,,,,,,,,Phiếu tạm,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00067,,,,2026-03-11 17:00:00,,sdv-id-mVUVgm,Brad Jimenez,+1-784-465-6038x8053,,,,,Facebook,Kevin Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-FPUoVi,,Kẹo Cứng Lifebuoy mỗi,,,2,347190,,,347190,694380
DHIP00068,,,,2026-03-11 13:52:00,,sdv-id-RIkFri,Jason Becker,364.211.0030x98449,,,,,Facebook,Donna Freeman,,,,,,,,,,,,,,422763.0,,422763.0,422763.0,422763.0,,,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00068,,,,2026-03-11 13:52:00,,sdv-id-RIkFri,Jason Becker,364.211.0030x98449,,,,,Facebook,Donna Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,3,19835,,,19835,59505
DHIP00069,,,,2026-03-11 08:07:00,,sdv-id-mVUVgm,Brad Jimenez,+1-784-465-6038x8053,,,,,Facebook,Linda Herrera,,,,,,,,,,,,,,228687.0,,228687.0,0.0,,,,,,,,Đang giao hàng,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00069,,,,2026-03-11 08:07:00,,sdv-id-mVUVgm,Brad Jimenez,+1-784-465-6038x8053,,,,,Zalo,Linda Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,2,24048,,,24048,48096
DHIP00069,,,,2026-03-11 08:07:00,,sdv-id-mVUVgm,Brad Jimenez,+1-784-465-6038x8053,,,,,Zalo,Linda Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,3,19835,,,19835,59505
DHIP00070,,,,2026-03-11 18:06:00,,sdv-id-UiqmJw,Leslie Henderson,+1-762-521-1731x07982,,,,,Facebook,Nicholas Martinez,,,,,,,,,,,,,,500354.0,,500354.0,500354.0,,,500354.0,,,,,Hoàn thành,sdv-id-AkPaOP,,Bột Mì Lifebuoy vì,,,3,33498,,,33498,100494
DHIP00070,,,,2026-03-11 18:06:00,,sdv-id-UiqmJw,Leslie Henderson,+1-762-521-1731x07982,,,,,Zalo,Nicholas Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00070,,,,2026-03-11 18:06:00,,sdv-id-UiqmJw,Leslie Henderson,+1-762-521-1731x07982,,,,,Facebook,Nicholas Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,1,19835,,,19835,19835
DHIP00070,,,,2026-03-11 18:06:00,,sdv-id-UiqmJw,Leslie Henderson,+1-762-521-1731x07982,,,,,Facebook,Nicholas Martinez,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-LDQNlz,,Gạo Tám Hảo Hảo chỉ,,,3,5589,,,5589,16767
DHIP00071,,,,2026-03-11 08:28:00,,sdv-id-RhKhOl,Christina Butler,(598)362-3998x570,,,,,Facebook,Fred Gordon,,,,,,,,,,,,,,621009.0,,621009.0,621009.0,,,621009.0,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,2,121086,,,121086,242172
DHIP00071,,,,2026-03-11 08:28:00,,sdv-id-RhKhOl,Christina Butler,(598)362-3998x570,,,,,Zalo,Fred Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,1,19835,,,19835,19835
DHIP00071,,,,2026-03-11 08:28:00,,sdv-id-RhKhOl,Christina Butler,(598)362-3998x570,,,,,Zalo,Fred Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-TbyWYp,,Sữa Tươi Omo gần,,,2,19578,,,19578,39156
DHIP00071,,,,2026-03-11 08:28:00,,sdv-id-RhKhOl,Christina Butler,(598)362-3998x570,,,,,Facebook,Fred Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-vJtreC,,Trà Lifebuoy với,,,2,159923,,,159923,319846
DHIP00072,,,,2026-03-11 12:11:00,,sdv-id-SqsBRO,Lauren Graham,(311)740-7675x95777,,,,,Facebook,Jennifer Jackson,,,,,,,,,,,,,,205659.0,,205659.0,205659.0,,,205659.0,,,,,Hoàn thành,sdv-id-lIIJiu,,Túi Rác Lifebuoy đã,,,3,48718,,,48718,146154
DHIP00072,,,,2026-03-11 12:11:00,,sdv-id-SqsBRO,Lauren Graham,(311)740-7675x95777,,,,,Zalo,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,3,19835,,,19835,59505
DHIP00073,,,,2026-03-12 09:55:00,,sdv-id-mtNKiH,Jimmy Chavez,971-589-0605x974,,,,,Zalo,Nicholas Martinez,,,,,,,,,,,,,,358584.0,,358584.0,358584.0,,,358584.0,,,,,Hoàn thành,sdv-id-eZjEPU,,Phô Mai Pepsi tại,,,3,119528,,,119528,358584
DHIP00074,,,,2026-03-12 15:26:00,,sdv-id-BZjRsn,Jesus Jones,830-281-6854x61931,,,,,Zalo,Jennifer Jackson,,,,,,,,,,,,,,1026404.0,,1026404.0,0.0,,,,,,,,Đang giao hàng,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,1,19835,,,19835,19835
DHIP00074,,,,2026-03-12 15:26:00,,sdv-id-BZjRsn,Jesus Jones,830-281-6854x61931,,,,,Facebook,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00074,,,,2026-03-12 15:26:00,,sdv-id-BZjRsn,Jesus Jones,830-281-6854x61931,,,,,Zalo,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-FPUoVi,,Kẹo Cứng Lifebuoy mỗi,,,1,347190,,,347190,347190
DHIP00074,,,,2026-03-12 15:26:00,,sdv-id-BZjRsn,Jesus Jones,830-281-6854x61931,,,,,Zalo,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-AkPaOP,,Bột Mì Lifebuoy vì,,,3,33498,,,33498,100494
DHIP00074,,,,2026-03-12 15:26:00,,sdv-id-BZjRsn,Jesus Jones,830-281-6854x61931,,,,,Zalo,Jennifer Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-VbFeMH,,Sữa Chua Masan làm,,,3,65209,,,65209,195627
DHIP00075,,,,2026-03-12 18:54:00,,sdv-id-klnIoJ,Hayley Martin,+1-907-497-9043x168,,,,,Facebook,Susan Fox,,,,,,,,,,,,,,602156.0,,602156.0,602156.0,,,602156.0,,,,,Hoàn thành,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,1,24048,,,24048,24048
DHIP00075,,,,2026-03-12 18:54:00,,sdv-id-klnIoJ,Hayley Martin,+1-907-497-9043x168,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00075,,,,2026-03-12 18:54:00,,sdv-id-klnIoJ,Hayley Martin,+1-907-497-9043x168,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YHxbeV,,Nước Lau Sàn Omo nơi,,,1,195015,,,195015,195015
DHIP00075,,,,2026-03-12 18:54:00,,sdv-id-klnIoJ,Hayley Martin,+1-907-497-9043x168,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,1,19835,,,19835,19835
DHIP00076,,,,2026-03-13 16:30:00,,sdv-id-DPloOg,Carla Burch,335.282.3777,,,,,Facebook,Kevin Jackson,,,,,,,,,,,,,,414785.0,,414785.0,0.0,,,,,,,,Phiếu tạm,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00076,,,,2026-03-13 16:30:00,,sdv-id-DPloOg,Carla Burch,335.282.3777,,,,,Facebook,Kevin Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-NBnYWP,,Sữa Bột Oishi thì,,,1,3431,,,3431,3431
DHIP00076,,,,2026-03-13 16:30:00,,sdv-id-DPloOg,Carla Burch,335.282.3777,,,,,Facebook,Kevin Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,2,24048,,,24048,48096
DHIP00077,,,,2026-03-13 11:29:00,,sdv-id-iMsCJG,Benjamin Cook,468.554.1858,,,,,Zalo,Fred Gordon,,,,,,,,,,,,,,866887.0,,866887.0,866887.0,,,866887.0,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,2,121086,,,121086,242172
DHIP00077,,,,2026-03-13 11:29:00,,sdv-id-iMsCJG,Benjamin Cook,468.554.1858,,,,,Facebook,Fred Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,2,19835,,,19835,39670
DHIP00077,,,,2026-03-13 11:29:00,,sdv-id-iMsCJG,Benjamin Cook,468.554.1858,,,,,Zalo,Fred Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YHxbeV,,Nước Lau Sàn Omo nơi,,,3,195015,,,195015,585045
DHIP00078,,,,2026-03-13 16:37:00,,sdv-id-UQLkBY,Denise Moore,433-575-4270,,,,,Zalo,Kevin Jackson,,,,,,,,,,,,,,363258.0,,363258.0,363258.0,,,363258.0,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00079,,,,2026-03-13 11:13:00,,sdv-id-MXkZfR,Alexander Williams,539.374.2383x3238,,,,,Zalo,Michael Reeves,,,,,,,,,,,,,,529060.0,,529060.0,529060.0,529060.0,,,,,,,Hoàn thành,sdv-id-jwFAkO,,Dầu Gội Chinsu được,,,1,4170,,,4170,4170
DHIP00079,,,,2026-03-13 11:13:00,,sdv-id-MXkZfR,Alexander Williams,539.374.2383x3238,,,,,Zalo,Michael Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-lZcGKa,,Đồ Hộp TH True Milk hoặc,,,2,262445,,,262445,524890
DHIP00080,,,,2026-03-13 10:11:00,,sdv-id-UlhrrQ,Kevin Williamson,(543)614-9535x9321,,,,,Zalo,Donna Freeman,,,,,,,,,,,,,,42490.0,,42490.0,42490.0,42490.0,,,,,,,Hoàn thành,sdv-id-VygenO,,Tương Ớt TH True Milk của,,,1,3295,,,3295,3295
DHIP00080,,,,2026-03-13 10:11:00,,sdv-id-UlhrrQ,Kevin Williamson,(543)614-9535x9321,,,,,Zalo,Donna Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-bwtisO,,Cà Phê Pepsi làm,,,2,11214,,,11214,22428
DHIP00080,,,,2026-03-13 10:11:00,,sdv-id-UlhrrQ,Kevin Williamson,(543)614-9535x9321,,,,,Facebook,Donna Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-LDQNlz,,Gạo Tám Hảo Hảo chỉ,,,3,5589,,,5589,16767
DHIP00081,,,,2026-03-13 17:33:00,,sdv-id-klnIoJ,Hayley Martin,+1-907-497-9043x168,,,,,Facebook,Donna Freeman,,,,,,,,,,,,,,180591.0,,180591.0,180591.0,,,180591.0,,,,,Hoàn thành,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,3,19835,,,19835,59505
DHIP00081,,,,2026-03-13 17:33:00,,sdv-id-klnIoJ,Hayley Martin,+1-907-497-9043x168,,,,,Zalo,Donna Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00082,,,,2026-03-13 21:28:00,,sdv-id-UlhrrQ,Kevin Williamson,(543)614-9535x9321,,,,,Facebook,Susan Fox,,,,,,,,,,,,,,348940.0,,348940.0,348940.0,,,348940.0,,,,,Đang giao hàng,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00082,,,,2026-03-13 21:28:00,,sdv-id-UlhrrQ,Kevin Williamson,(543)614-9535x9321,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-vJtreC,,Trà Lifebuoy với,,,1,159923,,,159923,159923
DHIP00082,,,,2026-03-13 21:28:00,,sdv-id-UlhrrQ,Kevin Williamson,(543)614-9535x9321,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,1,19835,,,19835,19835
DHIP00082,,,,2026-03-13 21:28:00,,sdv-id-UlhrrQ,Kevin Williamson,(543)614-9535x9321,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,2,24048,,,24048,48096
DHIP00083,,,,2026-03-13 16:30:00,,sdv-id-gcOqpn,Shawn Meyer,+1-717-214-7065x6245,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,602123.0,,602123.0,602123.0,602123.0,,,,,,,Hoàn thành,sdv-id-XHOdHs,,Dầu Gội Lifebuoy nhiều,,,1,3241,,,3241,3241
DHIP00083,,,,2026-03-13 16:30:00,,sdv-id-gcOqpn,Shawn Meyer,+1-717-214-7065x6245,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,2,19835,,,19835,39670
DHIP00083,,,,2026-03-13 16:30:00,,sdv-id-gcOqpn,Shawn Meyer,+1-717-214-7065x6245,,,,,Facebook,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,2,24048,,,24048,48096
DHIP00083,,,,2026-03-13 16:30:00,,sdv-id-gcOqpn,Shawn Meyer,+1-717-214-7065x6245,,,,,Facebook,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YHxbeV,,Nước Lau Sàn Omo nơi,,,2,195015,,,195015,390030
DHIP00083,,,,2026-03-13 16:30:00,,sdv-id-gcOqpn,Shawn Meyer,+1-717-214-7065x6245,,,,,Zalo,Susan Fox,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00084,,,,2026-03-14 12:16:00,,sdv-id-mtNKiH,Jimmy Chavez,971-589-0605x974,,,,,Zalo,Michael Reeves,,,,,,,,,,,,,,301677.0,,301677.0,301677.0,,,301677.0,,,,,Hoàn thành,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,3,19835,,,19835,59505
DHIP00084,,,,2026-03-14 12:16:00,,sdv-id-mtNKiH,Jimmy Chavez,971-589-0605x974,,,,,Zalo,Michael Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,2,121086,,,121086,242172
DHIP00085,,,,2026-03-14 13:51:00,,sdv-id-klnIoJ,Hayley Martin,+1-907-497-9043x168,,,,,Facebook,Fred Gordon,,,,,,,,,,,,,,516372.0,,516372.0,516372.0,516372.0,,,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00085,,,,2026-03-14 13:51:00,,sdv-id-klnIoJ,Hayley Martin,+1-907-497-9043x168,,,,,Facebook,Fred Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-FPUoVi,,Kẹo Cứng Lifebuoy mỗi,,,1,347190,,,347190,347190
DHIP00085,,,,2026-03-14 13:51:00,,sdv-id-klnIoJ,Hayley Martin,+1-907-497-9043x168,,,,,Facebook,Fred Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,2,24048,,,24048,48096
DHIP00086,,,,2026-03-14 12:17:00,,sdv-id-JwezvL,Sharon Wilson,320.216.5529x8741,,,,,Zalo,Donna Freeman,,,,,,,,,,,,,,124732.0,,124732.0,124732.0,,,124732.0,,,,,Hoàn thành,sdv-id-iwmNfa,,Túi Rác Lifebuoy giữa,,,1,3646,,,3646,3646
DHIP00086,,,,2026-03-14 12:17:00,,sdv-id-JwezvL,Sharon Wilson,320.216.5529x8741,,,,,Zalo,Donna Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00087,,,,2026-03-14 09:32:00,,sdv-id-RIkFri,Jason Becker,364.211.0030x98449,,,,,Zalo,Donna Freeman,,,,,,,,,,,,,,11214.0,,11214.0,11214.0,,,11214.0,,,,,Hoàn thành,sdv-id-bwtisO,,Cà Phê Pepsi làm,,,1,11214,,,11214,11214
DHIP00088,,,,2026-03-15 14:11:00,,sdv-id-hegSMu,Shawn Rose,+1-311-770-5691,,,,,Facebook,Fred Gordon,,,,,,,,,,,,,,363258.0,,363258.0,363258.0,363258.0,,,,,,,Hoàn thành,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,3,121086,,,121086,363258
DHIP00089,,,,2026-03-15 12:49:00,,sdv-id-UPWYUw,Bruce Garcia,996-874-7229,,,,,Zalo,Fred Gordon,,,,,,,,,,,,,,486422.0,,486422.0,486422.0,,,486422.0,,,,,Hoàn thành,sdv-id-MgDksy,,Snack Coca-Cola bên,,,2,131736,,,131736,263472
DHIP00089,,,,2026-03-15 12:49:00,,sdv-id-UPWYUw,Bruce Garcia,996-874-7229,,,,,Zalo,Fred Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,1,121086,,,121086,121086
DHIP00089,,,,2026-03-15 12:49:00,,sdv-id-UPWYUw,Bruce Garcia,996-874-7229,,,,,Facebook,Fred Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-VygenO,,Tương Ớt TH True Milk của,,,3,3295,,,3295,9885
DHIP00089,,,,2026-03-15 12:49:00,,sdv-id-UPWYUw,Bruce Garcia,996-874-7229,,,,,Facebook,Fred Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,1,19835,,,19835,19835
DHIP00089,,,,2026-03-15 12:49:00,,sdv-id-UPWYUw,Bruce Garcia,996-874-7229,,,,,Facebook,Fred Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-cntNYj,,Hạt Nêm Vinamilk hơn,,,3,24048,,,24048,72144
DHIP00090,,,,2026-03-15 10:18:00,,sdv-id-RSdEiB,Caitlin Lee,763.335.7937x0583,,,,,Zalo,Aaron Villanueva,,,,,,,,,,,,,,1776960.0,,1776960.0,1776960.0,1776960.0,,,,,,,Hoàn thành,sdv-id-yULSlv,,Hạt Nêm Coca-Cola rất,,,3,309506,,,309506,928518
DHIP00090,,,,2026-03-15 10:18:00,,sdv-id-RSdEiB,Caitlin Lee,763.335.7937x0583,,,,,Facebook,Aaron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-MizpAb,,Sữa Tắm Lifebuoy vài,,,3,88863,,,88863,266589
DHIP00090,,,,2026-03-15 10:18:00,,sdv-id-RSdEiB,Caitlin Lee,763.335.7937x0583,,,,,Zalo,Aaron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-ayTeLX,,Bột Giặt Lifebuoy như,,,1,19835,,,19835,19835
DHIP00090,,,,2026-03-15 10:18:00,,sdv-id-RSdEiB,Caitlin Lee,763.335.7937x0583,,,,,Zalo,Aaron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-vJtreC,,Trà Lifebuoy với,,,2,159923,,,159923,319846
DHIP00090,,,,2026-03-15 10:18:00,,sdv-id-RSdEiB,Caitlin Lee,763.335.7937x0583,,,,,Facebook,Aaron Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,sdv-id-YDASLH,,Khăn Giấy Hảo Hảo mỗi,,,2,121086,,,121086,242172
DHIP00091,,,,2026-03-15 19:42:00,,sdv-id-JwezvL,Sharon Wilson,320.216.5529x8741,,,,,Facebook,Michael Reeves,,,,,,,,,,,,,,840959.0,,840959.0,840959.0,,,840959.0,,,,,Hoàn thành,sdv-id-FPUoVi,,Kẹo Cứng Lifebuoy mỗi,,,1,347190,,,347190,347190
